skip (GET)|LPI filename|ALSJ filename|media.apolloinrealtime.org filename|Description|Source
166:57:54|AS16-106-17241|||EVA-3, station 11, horizontal polarization pan, North Ray|NASA
166:57:56|AS16-106-17242|||EVA-3, station 11, horizontal polarization pan, North Ray|NASA
166:57:57|AS16-106-17243|||EVA-3, station 11, horizontal polarization pan, North Ray|NASA
166:57:59|AS16-106-17244|||EVA-3, station 11, horizontal polarization pan, North Ray|NASA
166:58:01|AS16-106-17245|||EVA-3, station 11, horizontal polarization pan, North Ray|NASA
166:58:02|AS16-106-17246|||EVA-3, station 11, horizontal polarization pan, North Ray|NASA
166:58:04|AS16-106-17247|||EVA-3, station 11, horizontal polarization pan, North Ray|NASA
166:58:06|AS16-106-17248|||EVA-3, station 11, horizontal polarization pan, North Ray|NASA
166:58:08|AS16-106-17249|||EVA-3, station 11, 45 degree polarization pan, North Ray|NASA
166:58:10|AS16-106-17250|||EVA-3, station 11, 45 degree polarization pan, North Ray|NASA
166:58:12|AS16-106-17251|||EVA-3, station 11, 45 degree polarization pan, North Ray|NASA
166:58:14|AS16-106-17252|||EVA-3, station 11, 45 degree polarization pan, North Ray|NASA
166:58:16|AS16-106-17253|||EVA-3, station 11, 45 degree polarization pan, North Ray|NASA
166:58:18|AS16-106-17254|||EVA-3, station 11, 45 degree polarization pan, North Ray|NASA
166:58:20|AS16-106-17255|||EVA-3, station 11, 45 degree polarization pan, North Ray|NASA
166:58:22|AS16-106-17256|||EVA-3, station 11, 45 degree polarization pan, North Ray|NASA
166:58:24|AS16-106-17257|||EVA-3, station 11, 45 degree polarization pan, North Ray|NASA
166:58:26|AS16-106-17258|||EVA-3, station 11, 45 degree polarization pan, North Ray|NASA
166:58:27|AS16-106-17259|||EVA-3, station 11, 45 degree polarization pan, North Ray|NASA
166:58:29|AS16-106-17260|||EVA-3, station 11, 45 degree polarization pan, North Ray|NASA
166:58:30|AS16-106-17261|||EVA-3, station 11, 45 degree polarization pan, North Ray|NASA
166:58:32|AS16-106-17262|||EVA-3, station 11, 45 degree polarization pan, North Ray|NASA
166:58:35|AS16-106-17263|||EVA-3, station 11, vertical polarization pan, North Ray|NASA
166:58:38|AS16-106-17264|||EVA-3, station 11, vertical polarization pan, North Ray|NASA
166:58:42|AS16-106-17265|||EVA-3, station 11, vertical polarization pan, North Ray|NASA
166:58:46|AS16-106-17266|||EVA-3, station 11, vertical polarization pan, North Ray|NASA
166:58:50|AS16-106-17267|||EVA-3, station 11, vertical polarization pan, North Ray|NASA
166:58:54|AS16-106-17268|||EVA-3, station 11, vertical polarization pan, North Ray|NASA
166:58:58|AS16-106-17269|||EVA-3, station 11, vertical polarization pan, North Ray|NASA
166:59:02|AS16-106-17270|||EVA-3, station 11, vertical polarization pan, North Ray|NASA
166:59:07|AS16-106-17271|||EVA-3, station 11, vertical polarization pan, North Ray|NASA
166:59:11|AS16-106-17272|||EVA-3, station 11, vertical polarization pan, North Ray|NASA
166:59:15|AS16-106-17273|||EVA-3, station 11, vertical polarization pan, North Ray|NASA
166:59:18|AS16-106-17274|||EVA-3, station 11, vertical polarization pan, North Ray|NASA
166:59:22|AS16-106-17275|||EVA-3, station 11, vertical polarization pan, North Ray|NASA
166:59:25|AS16-106-17276|||EVA-3, station 11, vertical polarization pan, North Ray|NASA
167:03:12|AS16-106-17277|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:03:15|AS16-106-17278|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:03:17|AS16-106-17279|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:03:19|AS16-106-17280|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:03:21|AS16-106-17281|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:03:23|AS16-106-17282|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:03:25|AS16-106-17283|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:03:27|AS16-106-17284|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:03:29|AS16-106-17285|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:03:31|AS16-106-17286|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:03:33|AS16-106-17287|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:03:36|AS16-106-17288|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:03:38|AS16-106-17289|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:03:40|AS16-106-17290|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:03:42|AS16-106-17291|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:03:44|AS16-106-17292|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:03:46|AS16-106-17293|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:03:48|AS16-106-17294|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:03:50|AS16-106-17295|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:03:52|AS16-106-17296|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:03:54|AS16-106-17297|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:03:56|AS16-106-17298|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:03:58|AS16-106-17299|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:04:00|AS16-106-17300|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:04:02|AS16-106-17301|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:04:04|AS16-106-17302|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:04:06|AS16-106-17303|||EVA-3, station 11, vertical polarization pan 2, North Ray|NASA
167:04:09|AS16-106-17304|||EVA-3, station 11, horizontal polarization pan 2, North Ray|NASA
167:04:11|AS16-106-17305|||EVA-3, station 11, horizontal polarization pan 2, North Ray|NASA
167:04:13|AS16-106-17306|||EVA-3, station 11, horizontal polarization pan 2, North Ray|NASA
167:04:15|AS16-106-17307|||EVA-3, station 11, horizontal polarization pan 2, North Ray|NASA
167:04:17|AS16-106-17308|||EVA-3, station 11, horizontal polarization pan 2, North Ray|NASA
167:04:19|AS16-106-17309|||EVA-3, station 11, horizontal polarization pan 2, North Ray|NASA
167:04:22|AS16-106-17310|||EVA-3, station 11, horizontal polarization pan 2, North Ray|NASA
167:04:24|AS16-106-17311|||EVA-3, station 11, horizontal polarization pan 2, North Ray|NASA
167:04:26|AS16-106-17312|||EVA-3, station 11, horizontal polarization pan 2, North Ray|NASA
167:04:28|AS16-106-17313|||EVA-3, station 11, horizontal polarization pan 2, North Ray|NASA
167:04:31|AS16-106-17314|||EVA-3, station 11, horizontal polarization pan 2, North Ray|NASA
167:04:33|AS16-106-17315|||EVA-3, station 11, horizontal polarization pan 2, North Ray|NASA
167:04:36|AS16-106-17316|||EVA-3, station 11, horizontal polarization pan 2, North Ray|NASA
167:04:39|AS16-106-17317|||EVA-3, station 11, horizontal polarization pan 2, North Ray|NASA
167:10:40|AS16-106-17318|||EVA-3, station 11, sample 384 rock|NASA
167:10:45|AS16-106-17319|||EVA-3, station 11 sample 384 rock|NASA
167:17:35|AS16-106-17320|||EVA-3, station 3, sample 415 rock|NASA
167:17:38|AS16-106-17321|||EVA-3, station 3, sample 415 rock|NASA
167:18:36|AS16-106-17322|||EVA-3, station 3, sample 415 rock|NASA
167:19:30|AS16-106-17323|||EVA-3, station 11, white breccia boulder|NASA
167:19:34|AS16-106-17324|||EVA-3, station 11, white breccia boulder|NASA
167:19:47|AS16-106-17325|||EVA-3, station 11, white breccia boulder|NASA
167:19:51|AS16-106-17326|||EVA-3, station 11, white breccia boulder|NASA
167:20:31|AS16-106-17327|||EVA-3, station 11, white breccia boulder, closeup|NASA
167:20:34|AS16-106-17328|||EVA-3, station 11, white breccia boulder, closeup|NASA
167:20:38|AS16-106-17329|||EVA-3, station 11, white breccia boulder, closeup|NASA
167:20:44|AS16-106-17330|||EVA-3, station 11, white breccia boulder, closeup|NASA
167:22:07|AS16-106-17331|||EVA-3, station 11, sample 416|NASA
167:22:12|AS16-106-17332|||EVA-3, station 11, sample 416|NASA
167:24:03|AS16-106-17333|||EVA-3, station 11, sample 417 fillet|NASA
167:24:06|AS16-106-17334|||EVA-3, station 11, sample 417 fillet|NASA
167:24:44|AS16-106-17335|||EVA-3, station 11, sample 417 fillet|NASA
167:25:08|AS16-106-17336|||EVA-3, station 11, sample 417 fillet|NASA
167:27:00|AS16-106-17337|||EVA-3, station 11, sample 418 black clast from boulder|NASA
167:33:09|AS16-106-17338|||EVA-3, station 11, sample 419 soil|NASA
167:37:49|AS16-106-17339|||EVA-3, station 11, samples 423 fillet, 388 soil|NASA
167:37:59|AS16-106-17340|||EVA-3, station 11, samples 423 fillet, 388 soil|NASA
167:43:24|AS16-106-17341|||EVA-3, station 11 partial pan, House Rock|NASA
167:43:26|AS16-106-17342|||EVA-3, station 11 partial pan, House Rock|NASA
167:43:28|AS16-106-17343|||EVA-3, station 11 partial pan, House Rock|NASA
167:43:31|AS16-106-17344|||EVA-3, station 11 partial pan, House Rock|NASA
167:44:40|AS16-106-17345|||EVA-3, station 11, sample 389 shatter cone|NASA
167:44:44|AS16-106-17346|||EVA-3, station 11, sample 389 shatter cone|NASA
167:51:48|AS16-106-17347|||EVA-3, station 11, gushnob|NASA
167:51:50|AS16-106-17348|||EVA-3, station 11, gushnob|NASA
167:54:30|AS16-106-17349|||EVA-3, station 11, partial pan, House Rock|NASA
167:54:33|AS16-106-17350|||EVA-3, station 11, partial pan, House Rock|NASA
167:54:35|AS16-106-17351|||EVA-3, station 11, partial pan, House Rock|NASA
167:54:37|AS16-106-17352|||EVA-3, station 11, partial pan, House Rock|NASA
167:54:39|AS16-106-17353|||EVA-3, station 11, partial pan, House Rock|NASA
167:54:41|AS16-106-17354|||EVA-3, station 11, partial pan, House Rock|NASA
168:01:33|AS16-106-17355|||EVA-3, station 11, sample, paded bag 1|NASA
168:01:37|AS16-106-17356|||EVA-3, station 11, sample, paded bag 1|NASA
168:10:25|AS16-106-17357|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:10:32|AS16-106-17358|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:11:41|AS16-106-17359|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:11:48|AS16-106-17360|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:12:02|AS16-106-17361|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:12:38|AS16-106-17362|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:13:00|AS16-106-17363|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:13:07|AS16-106-17364|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:13:37|AS16-106-17365|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:13:54|AS16-106-17366|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:14:09|AS16-106-17367|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:14:20|AS16-106-17368|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:14:32|AS16-106-17369|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:14:43|AS16-106-17370|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:14:51|AS16-106-17371|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:15:01|AS16-106-17372|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:15:10|AS16-106-17373|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:15:21|AS16-106-17374|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:15:40|AS16-106-17375|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:15:53|AS16-106-17376|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:16:03|AS16-106-17377|||EVA-3, LRV traverse, station 11 to station 13|NASA
166:16:24|AS16-106-17378|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:16:34|AS16-106-17379|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:16:42|AS16-106-17380|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:16:48|AS16-106-17381|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:17:03|AS16-106-17382|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:17:17|AS16-106-17383|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:17:27|AS16-106-17384|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:17:34|AS16-106-17385|||EVA-3, LRV traverse, station 11 to station 13|NASA
168:21:50|AS16-106-17386|||EVA-3, station 13, pan|NASA
168:21:54|AS16-106-17387|||EVA-3, station 13, pan|NASA
168:21:56|AS16-106-17388|||EVA-3, station 13, pan|NASA
168:21:58|AS16-106-17389|||EVA-3, station 13, pan|NASA
168:22:01|AS16-106-17390|||EVA-3, station 13, pan|NASA
168:22:03|AS16-106-17391|||EVA-3, station 13, pan|NASA
168:22:05|AS16-106-17392|||EVA-3, station 13, pan|NASA
168:22:07|AS16-106-17393|||EVA-3, station 13, pan|NASA
168:22:10|AS16-106-17394|||EVA-3, station 13, pan|NASA
168:22:12|AS16-106-17395|||EVA-3, station 13, pan|NASA
168:22:14|AS16-106-17396|||EVA-3, station 13, pan|NASA
168:22:16|AS16-106-17397|||EVA-3, station 13, pan|NASA
168:22:19|AS16-106-17398|||EVA-3, station 13, pan|NASA
168:22:21|AS16-106-17399|||EVA-3, station 13, pan|NASA
168:22:23|AS16-106-17400|||EVA-3, station 13, pan|NASA
168:22:25|AS16-106-17401|||EVA-3, station 13, pan|NASA
168:22:27|AS16-106-17402|||EVA-3, station 13, pan|NASA
168:22:29|AS16-106-17403|||EVA-3, station 13, pan|NASA
168:22:31|AS16-106-17404|||EVA-3, station 13, pan|NASA
168:22:33|AS16-106-17405|||EVA-3, station 13, pan|NASA
168:2235|AS16-106-17406|||EVA-3, station 13, pan|NASA
168:22:37|AS16-106-17407|||EVA-3, station 13, pan|NASA
168:24:27|AS16-106-17408|||EVA-3, station 13, samples 345 rake, 346 soil|NASA
168:24:52|AS16-106-17409|||EVA-3, station 13, samples 345 rake, 346 soil|NASA
168:30:54|AS16-106-17410|||EVA-3, station 13, samples 426 & 427 soil, shaddowed|NASA
168:30:57|AS16-106-17411|||EVA-3, station 13, samples 426 & 427 soil, shaddowed|NASA
168:31:00|AS16-106-17412|||EVA-3, station 13, samples 426 & 427 soil, shaddowed|NASA
168:35:08|AS16-106-17413|||EVA-3, station 13, 'Shadow Rock' pan|NASA
168:35:11|AS16-106-17414|||EVA-3, station 13, 'Shadow Rock' pan|NASA
168:35:14|AS16-106-17415|||EVA-3, station 13, 'Shadow Rock' pan|NASA
168:35:17|AS16-106-17416|||EVA-3, station 13, 'Shadow Rock' pan|NASA
168:35:21|AS16-106-17417|||EVA-3, station 13, 'Shadow Rock' pan|NASA
168:35:28|AS16-106-17418|||EVA-3, station 13, 'Shadow Rock', sunstruck|NASA
NA|AS16-117-18725|||Blank|NASA
168:37:42|AS16-117-18726|||EVA-3, station 13, LRV|NASA
168:38:10|AS16-117-18727|||EVA-3, station 13, partial pan, shadow rock|NASA
168:38:14|AS16-117-18728|||EVA-3, station 13, partial pan, shadow rock|NASA
168:38:17|AS16-117-18729|||EVA-3, station 13, partial pan, shadow rock|NASA
168:38:20|AS16-117-18730|||EVA-3, station 13, partial pan, shadow rock|NASA
168:47:33|AS16-117-18731|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:47:37|AS16-117-18732|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:47:49|AS16-117-18733|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:48:05|AS16-117-18734|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:48:24|AS16-117-18735|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:48:44|AS16-117-18736|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:49:07|AS16-117-18737|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:49:20|AS16-117-18738|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:49:37|AS16-117-18739|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:49:57|AS16-117-18740|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:50:14|AS16-117-18741|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:50:28|AS16-117-18742|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:50:41|AS16-117-18743|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:51:35|AS16-117-18744|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:51:51|AS16-117-18745|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:52:30|AS16-117-18746|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:52:44|AS16-117-18747|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:52:59|AS16-117-18748|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:53:19|AS16-117-18749|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:53:38|AS16-117-18750|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:53:56|AS16-117-18751|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:54:15|AS16-117-18752|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:54:47|AS16-117-18753|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:55:04|AS16-117-18754|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:55:40|AS16-117-18755|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:56:16|AS16-117-18756|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:56:24|AS16-117-18757|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:57:12|AS16-117-18758|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:58:22|AS16-117-18759|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:59:00|AS16-117-18760|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:59:35|AS16-117-18761|||EVA-3, LRV traverse station 13 to station 10'|NASA
168:59:43|AS16-117-18762|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:00:02|AS16-117-18763|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:00:17|AS16-117-18764|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:00:57|AS16-117-18765|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:01:18|AS16-117-18766|||EVA-3, LRV traverse station 13 to station 10', pan at Palmetto|NASA
169:01:19|AS16-117-18767|||EVA-3, LRV traverse station 13 to station 10', pan at Palmetto|NASA
169:01:20|AS16-117-18768|||EVA-3, LRV traverse station 13 to station 10', pan at Palmetto|NASA
169:01:22|AS16-117-18769|||EVA-3, LRV traverse station 13 to station 10', pan at Palmetto|NASA
169:01:23|AS16-117-18770|||EVA-3, LRV traverse station 13 to station 10', pan at Palmetto|NASA
169:01:24|AS16-117-18771|||EVA-3, LRV traverse station 13 to station 10', pan at Palmetto|NASA
169:04:23|AS16-117-18772|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:04:30|AS16-117-18773|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:04:37|AS16-117-18774|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:05:08|AS16-117-18775|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:05:14|AS16-117-18776|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:05:50|AS16-117-18777|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:06:14|AS16-117-18778|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:06:38|AS16-117-18779|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:06:45|AS16-117-18780|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:07:26|AS16-117-18781|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:07:58|AS16-117-18782|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:08:21|AS16-117-18783|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:09:11|AS16-117-18784|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:09:18|AS16-117-18785|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:08:31|AS16-117-18786|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:09:35|AS16-117-18787|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:09:42|AS16-117-18788|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:09:44|AS16-117-18789|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:09:52|AS16-117-18790|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:10:56|AS16-117-18791|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:11:09|AS16-117-18792|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:11:42|AS16-117-18793|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:11:59|AS16-117-18794|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:12:29|AS16-117-18795|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:13:00|AS16-117-18796|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:13:35|AS16-117-18797|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:13:38|AS16-117-18798|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:14:02|AS16-117-18799|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:14:41|AS16-117-18800|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:19:12|AS16-117-18801|||EVA-3, station 10', pan|NASA
169:19:14|AS16-117-18802|||EVA-3, station 10', pan|NASA
169:19:16|AS16-117-18803|||EVA-3, station 10', pan|NASA
169:19:19|AS16-117-18804|||EVA-3, station 10', pan|NASA
169:19:21|AS16-117-18805|||EVA-3, station 10', pan|NASA
169:19:23|AS16-117-18806|||EVA-3, station 10', pan|NASA
169:19:26|AS16-117-18807|||EVA-3, station 10', pan|NASA
169:19:31|AS16-117-18808|||EVA-3, station 10', pan|NASA
169:19:33|AS16-117-18809|||EVA-3, station 10', pan|NASA
169:19:35|AS16-117-18810|||EVA-3, station 10', pan|NASA
169:19:37|AS16-117-18811|||EVA-3, station 10', pan|NASA
169:19:39|AS16-117-18812|||EVA-3, station 10', pan|NASA
169:19:40|AS16-117-18813|||EVA-3, station 10', pan|NASA
169:19:42|AS16-117-18814|||EVA-3, station 10', pan|NASA
169:19:43|AS16-117-18815|||EVA-3, station 10', pan|NASA
169:19:44|AS16-117-18816|||EVA-3, station 10', pan|NASA
169:19:46|AS16-117-18817|||EVA-3, station 10', pan|NASA
169:19:47|AS16-117-18818|||EVA-3, station 10', pan|NASA
169:19:48|AS16-117-18819|||EVA-3, station 10', pan|NASA
169:19:50|AS16-117-18820|||EVA-3, station 10', pan|NASA
169:19:52|AS16-117-18821|||EVA-3, station 10', pan|NASA
169:19:54|AS16-117-18822|||EVA-3, station 10', pan|NASA
169:19:56|AS16-117-18823|||EVA-3, station 10', pan|NASA
169:22:30|AS16-117-18824|||EVA-3, station 10', samples 347 rake, 348 soil|NASA
169:22:41|AS16-117-18825|||EVA-3, station 10', samples 347 rake, 348 soil|NASA
169:27:40|AS16-117-18826|||EVA-3, station 10', samples 349 rake, 350 soil|NASA
169:27:54|AS16-117-18827|||EVA-3, station 10', samples 349 rake, 350 soil|NASA
169:46:12|AS16-117-18828|||EVA-3, LM, sample 15 rock|NASA
169:46:14|AS16-117-18829|||EVA-3, LM, sample 15 rock|NASA
169:51:04|AS16-117-18830|||EVA-3, LM, sample 17 rock|NASA
169:51:06|AS16-117-18831|||EVA-3, LM, sample 17 rock|NASA
169:51:09|AS16-117-18832|||EVA-3, LM, sample 17 rock|NASA
169:55:17|AS16-117-18833|||EVA-3, LM, sample 18 rock|NASA
169:55:20|AS16-117-18834|||EVA-3, LM, sample 18 rock|NASA
169:56:27|AS16-117-18835|||EVA-3, LM, sample 18 rock|NASA
169:57:08|AS16-117-18836|||EVA-3, LM, sample 20 rock|NASA
169:57:11|AS16-117-18837|||EVA-3, LM, sample 20 rock|NASA
169:57:13|AS16-117-18838|||EVA-3, LM, sample 20 rock|NASA
170:03:00|AS16-117-18839|||EVA-3, LM, LRV tracks, Duke family photo|NASA
170:03:02|AS16-117-18840|||EVA-3, LM, LRV tracks, Duke family photo|NASA
170:03:05|AS16-117-18841|||EVA-3, LM, LRV tracks, Duke family photo|NASA
170:03:12|AS16-117-18842|||EVA-3, LM, LRV tracks, 64 C note on beta cloth|NASA
170:03:14|AS16-117-18843|||EVA-3, LM, LRV tracks, 64 C note on beta cloth|NASA
170:03:22|AS16-117-18844|||EVA-3, LM, LRV tracks, USAF 25th anniversary medallion|NASA
170:03:24|AS16-117-18845|||EVA-3, LM, LRV tracks, USAF 25th anniversary medallion|NASA
170:03:26|AS16-117-18846|||EVA-3, LM, LRV tracks, USAF 25th anniversary medallion|NASA
170:03:29|AS16-117-18847|||EVA-3, LM, LRV tracks, USAF 25th anniversary medallion|NASA
170:11:44|AS16-117-18848|||EVA-3, LM, solar wind composition experiment|NASA
170:11:46|AS16-117-18849|||EVA-3, LM, solar wind composition experiment|NASA
170:11:48|AS16-117-18850|||EVA-3, LM, solar wind composition experiment|NASA
170:11:50|AS16-117-18851|||EVA-3, LM, solar wind composition experiment|NASA
170:17:42|AS16-117-18852|||EVA-3, station LM, LRV, Commander|NASA
170:17:44|AS16-117-18853|||EVA-3, station LM, LRV, Commander|NASA
170:17:47|AS16-117-18854|||EVA-3, station LM, view to south west, sun struck|NASA
NA|AS16-117-18855|||Blank|NASA
NA|AS16-117-18856|||Blank|NASA
165:46:56|AS16-105-17053|||EVA-3, LM, pan, Stone Mountain|NASA
165:46:59|AS16-105-17054|||EVA-3, LM, pan, Stone Mountain|NASA
165:47:02|AS16-105-17055|||EVA-3, LM, pan, Stone Mountain|NASA
165:47:05|AS16-105-17056|||EVA-3, LM, pan, Stone Mountain|NASA
165:47:08|AS16-105-17057|||EVA-3, LM, pan, Stone Mountain|NASA
165:47:11|AS16-105-17058|||EVA-3, LM, pan, Stone Mountain|NASA
165:47:14|AS16-105-17059|||EVA-3, LM, pan, Stone Mountain|NASA
165:47:17|AS16-105-17060|||EVA-3, LM, pan, Stone Mountain|NASA
165:47:20|AS16-105-17061|||EVA-3, LM, pan, Stone Mountain|NASA
165:47:23|AS16-105-17062|||EVA-3, LM, pan, Stone Mountain|NASA
165:47:26|AS16-105-17063|||EVA-3, LM, pan, Stone Mountain|NASA
165:47:29|AS16-105-17064|||EVA-3, LM, pan, Stone Mountain|NASA
165:47:32|AS16-105-17065|||EVA-3, LM, pan, Stone Mountain|NASA
165:47:35|AS16-105-17066|||EVA-3, LM, pan, Stone Mountain|NASA
165:47:38|AS16-105-17067|||EVA-3, LM, pan, Stone Mountain|NASA
165:47:41|AS16-105-17068|||EVA-3, LM, pan, Stone Mountain|NASA
165:47:44|AS16-105-17069|||EVA-3, LM, pan, Stone Mountain|NASA
165:47:47|AS16-105-17070|||EVA-3, LM, pan, Stone Mountain|NASA
165:47:50|AS16-105-17071|||EVA-3, LM, pan, Stone Mountain|NASA
165:47:53|AS16-105-17072|||EVA-3, LM, pan, Stone Mountain|NASA
165:48:00|AS16-105-17073|||EVA-3, LM, pan, Stone Mountain|NASA
165:48:03|AS16-105-17074|||EVA-3, LM, pan, Stone Mountain|NASA
165:48:06|AS16-105-17075|||EVA-3, LM, pan, Stone Mountain|NASA
165:48:09|AS16-105-17076|||EVA-3, LM, pan, Stone Mountain|NASA
165:48:12|AS16-105-17077|||EVA-3, LM, pan, Stone Mountain|NASA
165:48:15|AS16-105-17078|||EVA-3, LM, pan, Stone Mountain|NASA
165:48:18|AS16-105-17079|||EVA-3, LM, pan, Stone Mountain|NASA
165:48:21|AS16-105-17080|||EVA-3, LM, pan, Stone Mountain|NASA
165:48:24|AS16-105-17081|||EVA-3, LM, pan, Stone Mountain|NASA
